Timestamp;Accel_x;Accel_y;Accel_z;Gyro_x;Gyro_y;Gyro_z;
20181119_181525;4.461;-1.525;-1.434;-0.566;-2.336;-0.329;
20181119_181525;-4.808;-3.912;3.151;-0.664;-0.438;-1.075;
20181119_181525;-13.652;-7.226;5.830;-0.642;1.647;-1.861;
20181119_181525;-27.460;-9.840;6.647;-0.405;3.429;-1.996;
20181119_181525;-33.098;-5.794;5.835;-0.133;4.229;-2.075;
20181119_181525;-35.550;-2.375;5.416;-0.016;3.785;-2.324;
20181119_181525;-31.339;-6.977;5.370;-0.129;0.581;-2.280;
20181119_181525;-24.560;-9.170;7.516;-0.047;-1.003;-1.372;
20181119_181525;-22.446;-7.434;5.909;0.016;-0.958;0.430;
20181119_181525;-22.446;-7.434;5.909;0.112;-0.475;1.882;
20181119_181525;-15.953;-6.673;2.770;0.454;0.108;2.123;
20181119_181525;-4.695;-2.763;-0.737;0.584;-0.266;2.197;
20181119_181525;-4.695;-2.763;-0.737;0.529;-0.484;2.343;
20181119_181525;-0.014;-0.601;-3.330;0.384;-0.583;2.323;
20181119_181525;10.274;0.855;-8.358;0.299;-0.932;2.143;
20181119_181525;12.553;-0.057;-8.682;0.151;-1.597;1.974;
20181119_181525;15.651;0.019;-6.704;-0.147;-1.689;0.870;
20181119_181525;7.963;-1.053;-3.163;-0.350;-0.776;0.167;
20181119_181525;7.963;-1.053;-3.163;-0.608;0.054;-0.964;
20181119_181525;-7.137;-4.458;7.240;-0.656;1.292;-1.952;
20181119_181525;-18.747;-5.454;6.041;-0.499;2.275;-2.278;
20181119_181525;-25.997;-7.396;6.376;-0.227;2.856;-2.535;
20181119_181525;-25.997;-7.396;6.376;0.029;2.926;-2.623;
20181119_181525;-30.278;-4.959;4.324;-0.080;0.875;-2.420;
20181119_181525;-34.485;-4.358;5.931;-0.157;-1.043;-1.943;
20181119_181525;-35.624;-5.885;7.066;-0.104;-0.421;-0.990;
20181119_181525;-28.114;-7.468;7.080;-0.030;0.310;0.785;
20181119_181525;-22.391;-7.437;3.996;0.297;0.908;2.003;
20181119_181525;-14.670;-5.741;1.425;0.467;0.298;2.080;
20181119_181525;-7.389;-4.137;-0.048;0.424;-0.128;2.219;
20181119_181525;6.939;-0.474;-4.465;0.295;-0.473;2.297;
20181119_181525;11.627;1.908;-7.980;0.206;-1.128;2.124;
20181119_181525;13.860;-0.175;-7.688;0.109;-2.025;1.859;
20181119_181525;15.235;-0.915;-7.111;-0.072;-2.362;1.355;
20181119_181525;15.235;-0.915;-7.111;-0.170;-1.883;0.591;
20181119_181525;2.727;0.160;-1.559;-0.398;-1.384;-0.493;
20181119_181525;2.727;0.160;-1.559;-0.503;-0.395;-1.717;
20181119_181525;-10.734;-4.724;5.634;-0.556;0.775;-1.937;
20181119_181525;-21.419;-7.887;5.253;-0.515;1.743;-1.937;
20181119_181525;-26.964;-8.464;5.600;-0.305;2.646;-2.086;
20181119_181525;-26.964;-8.464;5.600;-0.081;3.204;-2.153;
20181119_181525;-30.036;-6.362;6.500;-0.130;0.129;-1.907;
20181119_181525;-23.062;-7.745;4.453;0.037;-0.259;0.018;
20181119_181525;-19.066;-6.338;2.947;0.224;0.044;1.646;
20181119_181526;-14.143;-4.714;2.085;0.415;-0.285;1.792;
20181119_181526;-10.334;-3.620;0.486;0.467;-0.389;1.908;
20181119_181526;-7.063;-3.163;-0.764;0.488;-0.422;2.150;
20181119_181526;-2.837;-2.344;-3.350;0.497;-0.732;2.240;
20181119_181526;3.951;-1.444;-5.129;0.443;-1.152;2.232;
20181119_181526;9.405;0.929;-7.370;0.285;-1.380;2.193;
20181119_181526;12.879;2.318;-8.691;0.010;-1.279;1.994;
20181119_181526;19.351;-0.072;-6.805;-0.209;-0.869;1.655;
20181119_181526;21.462;-1.939;-4.935;-0.216;0.144;1.163;
20181119_181526;9.314;-2.981;-1.963;-0.348;0.575;0.271;
20181119_181526;3.579;-5.624;1.353;-0.667;0.382;-1.359;
20181119_181526;-1.195;-8.337;4.930;-0.935;0.165;-3.065;
20181119_181526;-1.195;-8.337;4.930;-1.029;-0.131;-3.899;
20181119_181526;-19.343;-13.224;5.267;-0.901;0.176;-4.442;
20181119_181526;-24.757;-12.544;5.725;-0.514;1.219;-4.647;
20181119_181526;-24.757;-12.544;5.725;-0.356;1.525;-4.453;
20181119_181526;-42.304;-14.641;5.662;-0.392;0.803;-4.005;
20181119_181526;-42.304;-14.641;5.662;-0.315;1.197;-3.383;
20181119_181526;-44.555;-8.983;5.536;-0.166;1.453;-2.234;
20181119_181526;-32.986;-10.298;-0.048;0.096;1.270;-0.621;
20181119_181526;-25.468;-14.303;-1.245;0.409;0.254;0.772;
20181119_181526;-18.855;-14.883;0.055;0.537;-1.309;1.928;
20181119_181526;-14.241;-12.788;0.967;0.619;-1.815;3.399;
20181119_181526;-9.764;-11.121;1.726;0.619;0.343;4.510;
20181119_181526;-9.764;-11.121;1.726;0.619;0.343;4.510;
20181119_181526;-6.261;-5.571;3.165;0.602;0.136;4.464;
20181119_181526;-5.797;-5.368;1.077;0.682;0.110;4.317;
20181119_181526;-0.544;-6.345;-1.489;0.759;-0.194;4.191;
20181119_181526;-0.544;-6.345;-1.489;0.743;-1.146;4.240;
20181119_181526;4.664;-3.491;-2.243;0.557;-1.871;4.128;
20181119_181526;6.249;-0.661;-2.823;0.338;-1.857;3.662;
20181119_181526;9.192;-0.275;-3.297;0.310;-1.101;3.043;
20181119_181526;15.062;3.065;-2.720;0.425;-0.105;2.406;
20181119_181526;15.062;3.065;-2.720;0.324;1.117;0.829;
20181119_181526;8.457;2.899;-1.937;0.324;1.117;0.829;
20181119_181526;8.725;2.887;-2.035;0.078;0.620;-0.062;
20181119_181526;7.295;2.210;-2.054;-0.154;-0.218;-0.667;
20181119_181526;4.652;1.451;-1.631;-0.422;-1.434;-1.484;
20181119_181526;2.579;0.314;-1.073;-0.596;-1.811;-2.163;
20181119_181526;0.960;-1.918;-0.062;-0.695;-1.407;-2.476;
20181119_181526;-1.200;-4.956;0.907;-0.752;-0.704;-2.577;
20181119_181526;-4.698;-6.345;2.073;-0.790;0.038;-2.610;
20181119_181526;-10.913;-7.341;3.642;-0.755;0.878;-2.729;
20181119_181526;-10.913;-7.341;3.642;-0.678;1.761;-3.073;
20181119_181526;-15.486;-10.336;1.999;-0.485;2.382;-4.014;
20181119_181526;-19.825;-16.034;2.976;-0.464;1.308;-4.134;
20181119_181526;-19.825;-16.034;2.976;-0.580;-0.061;-3.948;
20181119_181526;-26.588;-12.194;5.311;-0.722;-0.337;-3.914;
20181119_181526;-27.350;-11.054;5.622;-0.748;-0.144;-4.029;
20181119_181527;-27.489;-10.147;5.895;-0.607;-0.287;-3.977;
20181119_181527;-28.233;-7.374;3.113;-0.317;-0.205;-2.185;
20181119_181527;-32.114;-7.717;2.083;-0.119;0.399;-1.049;
20181119_181527;-31.499;-8.926;3.994;0.005;0.399;0.009;
20181119_181527;-24.331;-10.343;3.800;0.098;0.299;1.274;
20181119_181527;-17.138;-11.294;1.899;0.459;0.399;3.916;
20181119_181527;-13.092;-9.556;1.669;0.579;0.245;4.397;
20181119_181527;-12.019;-7.145;3.318;0.647;-0.141;4.534;
20181119_181527;-11.792;-5.514;1.164;0.670;-0.409;4.461;
20181119_181527;-8.615;-5.670;-0.766;0.716;-0.362;4.318;
20181119_181527;-8.615;-5.670;-0.766;0.812;-0.938;4.330;
20181119_181527;-1.899;-5.677;-1.882;0.713;-1.781;4.397;
20181119_181527;4.918;-3.943;-1.154;0.553;-2.003;4.369;
20181119_181527;10.030;0.412;-1.429;0.405;-1.375;4.154;
20181119_181527;11.878;0.496;-1.056;0.423;-0.419;3.663;
20181119_181527;13.367;-0.175;-0.919;0.518;0.795;3.170;
20181119_181527;13.779;0.912;-1.233;0.538;1.689;2.672;
20181119_181527;13.611;2.095;-1.793;0.448;1.598;1.908;
20181119_181527;13.611;2.095;-1.793;0.017;-0.645;-0.257;
20181119_181527;13.327;3.031;-1.906;0.017;-0.645;-0.257;
20181119_181527;9.948;2.909;-1.872;-0.207;-1.433;-1.304;
20181119_181527;3.807;-0.567;-0.591;-0.384;-1.580;-2.228;
20181119_181527;3.807;-0.567;-0.591;-0.514;-1.067;-2.747;
20181119_181527;0.898;-3.292;0.340;-0.622;-0.350;-2.971;
20181119_181527;-1.018;-6.125;0.464;-0.681;0.203;-3.167;
20181119_181527;-9.168;-12.910;1.578;-0.704;0.617;-3.347;
20181119_181527;-15.560;-14.655;2.950;-0.731;0.862;-3.723;
20181119_181527;-15.560;-14.655;2.950;-0.879;1.247;-5.222;
20181119_181527;-23.026;-17.390;4.030;-0.800;0.838;-5.695;
20181119_181527;-24.525;-15.489;2.947;-0.769;0.073;-5.501;
20181119_181527;-24.525;-15.489;2.947;-0.860;-0.302;-5.032;
20181119_181527;-37.056;-11.947;6.295;-0.852;-0.363;-4.538;
20181119_181527;-43.099;-10.516;7.271;-0.778;0.796;-3.660;
20181119_181527;-45.379;-10.640;5.038;-0.456;1.621;-2.359;
20181119_181527;-29.076;-12.922;3.433;0.095;0.879;1.495;
20181119_181527;-24.323;-14.004;2.935;0.095;0.879;1.495;
20181119_181527;-21.295;-11.744;2.471;0.156;-0.483;3.115;
20181119_181527;-17.033;-10.561;1.841;0.336;-0.251;3.743;
20181119_181527;-11.780;-8.643;2.744;0.537;-0.304;4.535;
20181119_181527;-11.780;-8.643;2.744;0.573;-0.335;4.658;
20181119_181527;-8.701;-6.922;2.435;0.616;-0.297;4.611;
20181119_181527;-5.287;-6.596;0.591;0.680;-0.404;4.537;
20181119_181527;-5.287;-6.596;0.591;0.691;-0.733;4.512;
20181119_181527;0.189;-4.382;-1.865;0.740;-1.160;4.506;
20181119_181527;3.867;-2.761;-3.251;0.718;-1.359;4.443;
20181119_181527;12.723;-2.749;-1.561;0.555;-1.210;4.273;
20181119_181527;18.060;-1.791;-1.966;0.411;-0.488;4.189;
20181119_181527;22.511;0.069;-2.030;0.432;0.628;4.164;
20181119_181528;18.352;2.471;-3.453;0.483;1.058;3.686;
20181119_181528;13.099;2.911;-3.491;0.381;0.778;2.460;
20181119_181528;13.099;2.911;-3.491;-0.162;-1.414;-1.177;
20181119_181528;9.486;2.624;-2.042;-0.458;-1.984;-2.178;
20181119_181528;5.564;1.073;-0.886;-0.699;-1.813;-2.907;
20181119_181528;1.772;-0.821;-0.388;-0.813;-0.834;-3.304;
20181119_181528;-1.274;-3.903;-0.060;-0.874;-0.087;-3.538;
20181119_181528;-2.466;-7.006;-0.043;-0.918;0.267;-3.653;
20181119_181528;-5.765;-9.876;1.219;-0.971;0.457;-3.649;
20181119_181528;-11.205;-12.182;3.101;-1.003;0.734;-3.802;
20181119_181528;-15.819;-14.148;4.453;-1.026;1.176;-4.307;
20181119_181528;-15.819;-14.148;4.453;-0.989;1.727;-4.779;
20181119_181528;-24.132;-18.443;2.234;-0.792;1.711;-5.033;
20181119_181528;-24.132;-18.443;2.234;-0.665;0.663;-5.277;
20181119_181528;-36.726;-13.602;7.935;-0.775;-0.327;-5.348;
20181119_181528;-43.118;-9.659;6.148;-0.856;-0.041;-4.865;
20181119_181528;-47.948;-9.864;4.087;-0.232;1.557;-2.484;
20181119_181528;-25.868;-15.077;4.094;-0.056;0.740;-0.649;
20181119_181528;-23.471;-13.185;4.434;-0.002;0.162;1.808;
20181119_181528;-21.323;-10.631;2.986;0.160;0.043;3.438;
20181119_181528;-16.614;-9.934;3.232;0.347;0.491;3.702;
20181119_181528;-16.614;-9.934;3.232;0.445;0.313;3.925;
20181119_181528;-11.349;-7.530;2.497;0.461;0.043;4.367;
20181119_181528;-11.349;-7.530;2.497;0.506;-0.253;4.521;
20181119_181528;-9.134;-6.196;1.827;0.602;-0.658;4.414;
20181119_181528;-1.575;-5.090;-2.179;0.696;-1.133;4.249;
20181119_181528;-1.575;-5.090;-2.179;0.790;-1.555;4.149;
20181119_181528;5.919;-2.557;-2.627;0.751;-1.588;4.330;
20181119_181528;9.139;-2.174;-2.612;0.625;-0.723;4.267;
20181119_181528;13.530;-1.631;-2.691;0.567;0.290;4.039;
20181119_181528;18.888;-0.374;-2.571;0.502;0.855;3.635;
20181119_181528;18.888;-0.374;-2.571;0.413;0.997;3.034;
20181119_181528;19.365;4.326;-3.108;0.247;0.445;1.999;
20181119_181528;11.763;3.790;-2.267;-0.033;-0.783;0.308;
20181119_181528;10.288;3.682;-1.762;-0.376;-1.838;-1.565;
20181119_181528;6.278;1.805;-1.319;-0.615;-1.779;-2.395;
20181119_181528;3.165;0.122;-1.207;-0.738;-1.246;-2.727;
20181119_181528;0.278;-2.480;-1.738;-0.778;-0.452;-2.996;
20181119_181528;-2.519;-6.065;-0.596;-0.794;0.128;-3.121;
20181119_181528;-2.519;-6.065;-0.596;-0.963;0.900;-3.313;
20181119_181528;-13.475;-8.801;3.766;-0.963;0.900;-3.313;
20181119_181528;-16.339;-8.732;4.341;-0.952;1.542;-3.685;
20181119_181528;-17.373;-11.301;2.555;-0.851;2.131;-4.048;
20181119_181528;-19.975;-14.595;1.403;-0.714;1.877;-4.065;
20181119_181528;-19.975;-14.595;1.403;-0.647;0.831;-4.187;
20181119_181528;-30.072;-14.639;7.214;-0.692;-0.213;-4.582;
20181119_181528;-34.097;-11.562;8.943;-0.899;-0.531;-4.810;
20181119_181528;-38.610;-8.928;8.713;-0.892;0.273;-4.347;
20181119_181528;-40.408;-7.597;4.925;-0.584;0.937;-3.321;
20181119_181529;-40.408;-7.597;4.925;-0.258;1.327;-2.103;
20181119_181529;-25.200;-11.387;3.939;0.058;0.667;-0.714;
20181119_181529;-25.200;-11.387;3.939;0.155;-0.250;0.976;
20181119_181529;-20.107;-10.781;3.778;0.239;-0.349;2.710;
20181119_181529;-20.107;-10.781;3.778;0.367;0.217;3.473;
20181119_181529;-14.818;-7.147;1.465;0.575;0.377;3.806;
20181119_181529;-10.645;-6.062;1.367;0.641;-0.080;4.068;
20181119_181529;-10.645;-6.062;1.367;0.635;-0.604;4.291;
20181119_181529;-9.764;-4.384;1.745;0.663;-0.803;4.100;
20181119_181529;-7.329;-4.276;1.156;0.746;-0.979;3.979;
20181119_181529;-0.895;-4.834;-0.464;0.761;-1.416;4.151;
20181119_181529;6.615;-0.608;-2.907;0.729;-1.324;4.248;
20181119_181529;9.103;-1.650;-1.587;0.655;-0.686;3.903;
20181119_181529;13.164;-1.817;-1.219;0.505;0.091;3.509;
20181119_181529;17.327;-0.565;-2.945;0.391;0.715;3.408;
20181119_181529;21.673;1.374;-4.824;0.385;0.809;3.054;
20181119_181529;22.791;3.781;-4.417;0.314;0.099;2.162;
20181119_181529;14.617;4.695;-3.520;0.067;-1.040;0.755;
20181119_181529;9.896;3.017;-2.521;-0.303;-1.954;-1.001;
20181119_181529;6.855;1.757;-1.944;-0.563;-1.735;-2.417;
20181119_181529;4.099;-0.409;-1.604;-0.657;-0.802;-2.743;
20181119_181529;4.099;-0.409;-1.604;-0.729;-0.122;-2.989;
20181119_181529;1.070;-3.414;-1.437;-0.788;0.368;-3.244;
20181119_181529;-2.641;-7.094;-0.436;-0.853;0.674;-3.394;
20181119_181529;-11.605;-12.522;2.722;-0.906;0.840;-3.584;
20181119_181529;-14.028;-14.277;2.627;-0.950;1.234;-3.991;
20181119_181529;-17.639;-16.535;2.737;-0.935;1.734;-4.481;
20181119_181529;-25.331;-19.295;2.356;-0.903;1.490;-4.907;
20181119_181529;-25.331;-19.295;2.356;-0.865;0.712;-5.519;
20181119_181529;-36.704;-14.232;8.205;-0.878;-0.299;-6.054;
20181119_181529;-36.704;-14.232;8.205;-1.051;-0.445;-5.828;
20181119_181529;-49.104;-9.297;6.749;-1.033;0.852;-4.582;
20181119_181529;-45.240;-10.815;5.689;-0.194;1.712;-1.681;
20181119_181529;-27.462;-14.811;2.990;0.056;1.134;0.376;
20181119_181529;-19.772;-14.179;2.375;0.129;-0.261;2.840;
20181119_181529;-17.880;-10.303;2.392;0.270;-0.961;3.956;
20181119_181529;-15.228;-7.798;4.329;0.377;-0.406;3.907;
20181119_181529;-13.899;-7.106;3.050;0.465;0.073;3.919;
20181119_181529;-11.746;-7.235;1.592;0.534;0.388;4.151;
20181119_181529;-10.070;-6.266;1.489;0.652;-0.051;4.333;
20181119_181529;-6.927;-5.679;0.618;0.685;-0.598;4.314;
20181119_181529;-6.927;-5.679;0.618;0.722;-0.890;4.149;
20181119_181529;-2.246;-4.513;-0.915;0.751;-1.288;4.140;
20181119_181529;5.141;-1.698;-2.667;0.689;-1.535;4.279;
20181119_181529;9.302;-1.669;-1.664;0.613;-1.046;4.332;
20181119_181529;14.234;-1.834;-0.749;0.539;0.027;4.382;
20181119_181529;19.714;-0.388;-2.186;0.482;1.177;4.311;
20181119_181529;20.639;1.346;-4.264;0.499;1.724;3.814;
20181119_181529;15.977;3.654;-4.233;0.490;1.313;2.726;
20181119_181529;11.660;2.861;-3.194;0.247;-0.027;0.977;
20181119_181530;10.619;1.848;-2.955;-0.108;-1.376;-0.860;
20181119_181530;7.587;1.104;-2.026;-0.438;-1.926;-1.863;
20181119_181530;7.587;1.104;-2.026;-0.643;-1.809;-2.371;
20181119_181530;2.219;-3.544;-1.099;-0.759;-1.255;-2.902;
20181119_181530;2.219;-3.544;-1.099;-0.832;-0.650;-3.258;
20181119_181530;-3.534;-8.689;2.356;-0.960;-0.265;-3.469;
20181119_181530;-9.089;-11.332;4.863;-1.072;0.186;-3.596;
20181119_181530;-9.089;-11.332;4.863;-0.956;1.603;-4.379;
20181119_181530;-18.999;-17.959;1.853;-0.708;2.316;-4.783;
20181119_181530;-25.961;-19.501;4.085;-0.523;1.688;-5.185;
20181119_181530;-31.082;-16.978;4.166;-0.587;-0.137;-5.886;
20181119_181530;-33.623;-11.320;5.979;-0.776;-0.682;-6.158;
20181119_181530;-36.788;-10.312;8.330;-0.827;-0.385;-5.202;
20181119_181530;-43.844;-10.657;5.552;-0.620;0.877;-3.444;
20181119_181530;-44.201;-10.336;5.318;-0.180;1.201;-2.364;
20181119_181530;-31.334;-12.587;3.503;-0.009;0.742;-1.034;
20181119_181530;-31.334;-12.587;3.503;0.135;0.748;1.220;
20181119_181530;-22.061;-10.506;2.387;0.195;-0.153;2.988;
20181119_181530;-18.378;-9.826;3.433;0.285;-0.035;3.478;
20181119_181530;-16.197;-9.761;4.417;0.341;0.087;3.830;
20181119_181530;-16.197;-9.761;4.417;0.388;0.374;4.369;
20181119_181530;-15.532;-8.847;3.764;0.485;0.523;4.653;
20181119_181530;-9.058;-7.291;0.785;0.602;-0.031;4.622;
20181119_181530;-3.453;-5.950;-1.736;0.713;-1.050;4.551;
20181119_181530;1.810;-4.027;-4.118;0.829;-1.875;4.575;
20181119_181530;5.660;-3.199;-4.791;0.876;-2.279;4.635;
20181119_181530;10.822;-4.065;-3.072;0.769;-2.098;4.760;
20181119_181530;15.900;-4.255;-1.899;0.564;-1.053;4.942;
20181119_181530;22.130;-2.476;-2.588;0.454;0.603;4.953;
20181119_181530;24.848;1.820;-4.942;0.560;2.026;4.512;
20181119_181530;24.848;1.820;-4.942;0.622;2.445;3.555;
20181119_181530;13.420;3.026;-2.531;0.440;1.374;1.972;
20181119_181530;12.290;1.968;-1.901;0.022;-0.342;-0.125;
20181119_181530;9.984;0.354;-1.228;-0.483;-1.866;-1.617;
20181119_181530;6.474;-1.302;-0.833;-0.957;-1.850;-2.846;
20181119_181530;2.650;-4.173;-0.690;-0.937;-0.712;-3.260;
20181119_181530;-0.192;-6.797;-0.560;-0.956;0.092;-3.649;
20181119_181530;-0.192;-6.797;-0.560;-0.983;0.611;-3.873;
20181119_181530;-3.709;-9.771;0.450;-0.993;0.911;-4.142;
20181119_181530;-13.983;-14.205;4.712;-1.006;1.141;-4.619;
20181119_181530;-17.569;-14.756;3.081;-0.916;1.639;-5.113;
20181119_181530;-24.460;-17.256;2.512;-0.678;1.648;-5.508;
20181119_181530;-30.398;-18.091;4.085;-0.663;0.256;-6.070;
20181119_181530;-35.493;-16.729;6.127;-0.795;-0.361;-6.246;
20181119_181530;-38.541;-12.419;7.276;-0.828;-0.156;-5.423;
20181119_181530;-42.537;-11.023;6.934;-0.758;0.647;-3.819;
20181119_181530;-42.537;-11.023;6.934;-0.397;1.811;-2.249;
20181119_181530;-35.768;-9.527;3.929;-0.076;1.498;-1.081;
20181119_181530;-25.238;-12.726;2.545;0.085;0.631;0.215;
20181119_181530;-21.060;-12.120;3.757;0.179;-0.024;2.128;
20181119_181531;-15.218;-9.187;3.594;0.380;0.215;4.262;
20181119_181531;-14.066;-8.330;3.793;0.476;0.432;4.470;
20181119_181531;-14.066;-8.330;3.793;0.504;0.377;4.751;
20181119_181531;-3.412;-7.077;-2.085;0.652;-0.378;4.727;
20181119_181531;2.483;-4.389;-3.752;0.701;-1.370;4.677;
20181119_181531;11.016;-4.693;-3.029;0.679;-2.100;4.883;
20181119_181531;16.717;-3.062;-2.648;0.577;-1.228;4.857;
20181119_181531;22.013;-0.910;-3.546;0.506;-0.100;4.675;
20181119_181531;24.606;2.308;-4.925;0.619;1.496;3.242;
20181119_181531;16.731;3.632;-3.850;0.378;0.454;1.821;
20181119_181531;16.731;3.632;-3.850;-0.032;-1.032;-0.064;
20181119_181531;11.682;2.686;-2.045;-0.455;-2.011;-1.656;
20181119_181531;8.287;0.572;-1.587;-0.689;-1.938;-2.226;
20181119_181531;5.061;-1.123;-1.283;-0.787;-1.213;-2.753;
20181119_181531;1.827;-3.869;-1.346;-0.789;-0.208;-3.112;
20181119_181531;-0.539;-7.544;-1.283;-0.808;0.431;-3.427;
20181119_181531;-0.539;-7.544;-1.283;-0.866;0.790;-3.630;
20181119_181531;-9.426;-15.268;1.803;-0.921;1.026;-3.807;
20181119_181531;-13.927;-16.518;3.754;-0.970;1.195;-4.329;
20181119_181531;-18.462;-17.517;4.116;-1.087;1.212;-5.321;
20181119_181531;-26.332;-19.185;4.554;-1.019;1.054;-6.192;
20181119_181531;-32.931;-19.130;5.828;-0.879;0.608;-6.740;
20181119_181531;-32.931;-19.130;5.828;-0.820;0.424;-6.736;
20181119_181531;-40.023;-9.591;5.964;-0.805;0.913;-5.726;
20181119_181531;-47.399;-9.893;-0.393;-0.527;1.564;-4.128;
20181119_181531;-43.607;-9.953;3.002;-0.125;1.828;-2.829;
20181119_181531;-28.849;-13.236;4.183;0.013;0.207;-1.542;
20181119_181531;-28.849;-13.236;4.183;-0.092;-0.519;0.597;
20181119_181531;-23.782;-11.081;3.845;0.015;-0.402;2.934;
20181119_181531;-17.749;-9.805;1.302;0.257;0.500;3.834;
20181119_181531;-17.749;-9.805;1.302;0.435;1.014;4.141;
20181119_181531;-11.265;-8.986;0.998;0.445;0.395;4.705;
20181119_181531;-10.298;-6.338;4.030;0.380;-0.067;5.120;
20181119_181531;-8.521;-7.441;2.516;0.335;-0.131;5.047;
20181119_181531;-2.629;-7.365;-1.480;0.424;-0.573;4.440;
20181119_181531;1.796;-4.532;-4.006;0.575;-1.911;4.545;
20181119_181532;8.021;-3.594;-2.133;0.557;-2.410;4.529;
20181119_181532;8.021;-3.594;-2.133;0.468;-1.483;4.623;
20181119_181532;20.107;-2.897;-3.060;0.425;-0.036;4.823;
20181119_181532;23.782;0.555;-4.865;0.574;0.811;4.366;
20181119_181532;17.126;2.876;-4.183;0.655;1.104;3.093;
20181119_181532;11.085;2.612;-2.780;0.391;0.416;1.151;
20181119_181532;10.657;2.823;-2.947;0.042;-0.338;-0.685;
20181119_181532;8.457;1.085;-2.112;-0.272;-0.972;-1.386;
20181119_181532;6.426;-0.845;-1.607;-0.558;-1.528;-2.073;
20181119_181532;3.646;-3.735;-1.274;-0.694;-1.224;-2.667;
20181119_181532;1.030;-6.493;-1.104;-0.772;-0.591;-3.034;
20181119_181532;1.030;-6.493;-1.104;-0.833;0.045;-3.401;
20181119_181532;-9.014;-12.570;2.816;-0.877;0.548;-3.819;
20181119_181532;-13.264;-15.596;2.880;-0.924;0.944;-4.387;
20181119_181532;-13.264;-15.596;2.880;-0.891;1.445;-5.060;
20181119_181532;-25.782;-20.524;5.356;-0.786;1.688;-5.608;
20181119_181532;-34.384;-16.504;5.856;-0.645;1.021;-6.156;
20181119_181532;-38.510;-9.582;3.436;-0.665;-0.458;-6.910;
20181119_181532;-46.241;-9.249;3.927;-0.773;-0.507;-6.896;
20181119_181532;-51.259;-11.145;4.262;-0.549;0.628;-5.437;
20181119_181532;-39.608;-14.263;5.224;-0.423;1.361;-3.521;
20181119_181532;-27.000;-16.303;1.621;-0.284;1.380;-1.132;
20181119_181532;-25.920;-12.287;2.801;-0.030;0.301;3.924;
20181119_181532;-25.920;-12.287;2.801;0.134;0.124;3.824;
20181119_181532;-22.528;-9.639;1.705;0.228;0.376;3.794;
20181119_181532;-12.958;-9.299;1.664;0.241;-0.001;4.495;
20181119_181532;-11.100;-7.537;2.186;0.245;-0.208;4.919;
20181119_181532;-8.722;-6.826;2.557;0.288;-0.273;4.955;
20181119_181532;-5.883;-7.525;0.953;0.336;-0.385;4.807;
20181119_181532;-0.314;-6.381;-1.923;0.374;-0.559;4.711;
20181119_181532;4.645;-3.970;-2.579;0.454;-1.092;4.831;
20181119_181532;4.645;-3.970;-2.579;0.335;-1.123;5.069;
20181119_181532;17.804;-3.678;-0.342;0.187;-0.224;5.200;
20181119_181532;23.849;-2.634;-3.168;0.267;0.706;5.085;
20181119_181532;25.219;0.156;-4.575;0.485;0.717;4.322;
20181119_181532;25.219;0.156;-4.575;0.486;0.252;2.818;
20181119_181532;13.238;2.581;-3.196;0.237;-0.530;0.812;
20181119_181532;11.727;1.779;-2.401;-0.073;-1.152;-0.927;
20181119_181532;11.727;1.779;-2.401;-0.304;-1.356;-1.628;
20181119_181532;3.867;-1.540;-0.833;-0.498;-1.383;-2.332;
20181119_181532;1.310;-4.396;-0.709;-0.575;-0.872;-3.024;
20181119_181532;1.310;-4.396;-0.709;-0.624;-0.356;-3.486;
20181119_181532;-5.315;-10.085;0.634;-0.695;0.038;-3.740;
20181119_181532;-10.231;-12.539;2.035;-0.770;0.332;-4.037;
20181119_181532;-11.892;-15.546;2.117;-0.824;0.569;-4.592;
20181119_181532;-15.762;-19.691;2.227;-0.856;0.742;-5.252;
20181119_181532;-15.762;-19.691;2.227;-0.853;0.730;-5.721;
20181119_181532;-32.287;-20.124;6.249;-0.832;0.417;-6.246;
20181119_181533;-36.798;-11.852;6.187;-0.800;0.203;-6.874;
20181119_181533;-48.012;-8.208;-2.392;-0.153;1.760;-4.220;
20181119_181533;-35.838;-11.569;4.920;-0.089;0.260;-2.744;
20181119_181533;-27.857;-15.979;5.191;-0.321;-0.202;-0.098;
20181119_181533;-25.161;-14.825;4.010;-0.326;0.846;2.910;
20181119_181533;-23.318;-10.638;1.645;0.044;1.176;3.868;
20181119_181533;-18.900;-9.108;0.019;0.291;1.139;3.679;
20181119_181533;-14.665;-8.073;-0.122;0.411;0.225;3.782;
20181119_181533;-14.665;-8.073;-0.122;0.377;-0.552;4.273;
20181119_181533;-11.337;-6.766;0.271;0.363;-0.850;4.525;
20181119_181533;-9.893;-5.849;1.216;0.349;-0.728;4.626;
20181119_181533;-8.033;-6.534;1.365;0.356;-0.586;4.654;
20181119_181533;-4.812;-7.552;0.180;0.393;-0.945;4.609;
20181119_181533;3.912;-4.073;-4.025;0.459;-1.316;4.556;
20181119_181533;11.528;-3.441;-1.432;0.514;-1.445;4.703;
20181119_181533;17.088;-3.587;-1.432;0.365;-0.232;5.007;
20181119_181533;20.370;-1.094;-3.318;0.292;0.894;5.120;
20181119_181533;18.084;2.437;-2.411;0.329;1.014;4.423;
20181119_181533;10.777;3.687;-1.516;0.304;0.395;2.691;
20181119_181533;9.309;2.291;-1.298;0.039;-0.731;0.535;
